years_experience,annual_salary
3.74,32813.49
3.95,38227.97
1.45,35377.88
19.62,89886.17
12.12,78337.31
10.59,61235.27
17.77,83051.1
11.89,53947.08
5.26,33066.13
9.45,62766.48
9.55,60314.09
7.96,59391.25
15.07,73251.35
2.19,19547.36
3.18,32174.54
7.44,67357.13
1.42,22263.52
19.75,93826.26
9.92,40397.05
1.0,24348.44
12.16,64241.25
15.62,82332.09
8.15,50996.56
9.61,46488.59
14.01,68730.74
4.68,39735.46
11.95,58867.13
12.62,62359.27
16.09,89366.52
17.82,82375.99
18.82,94381.81
2.53,32427.17
16.33,72299.01
13.51,69616.43
7.41,53278.86
18.46,103491.03
17.2,79030.24
15.49,78523.14
1.15,36296.56
3.54,47474.67
18.37,84091.74
19.64,92510.21
5.55,53312.85
5.55,48508.7
12.21,75988.9
1.52,39704.1
11.91,71101.86
19.37,93956.61
5.94,40418.9
14.85,75038.45
10.5,60320.16
5.75,54703.76
8.25,55284.25
11.02,65062.22
15.23,70359.07
10.82,72491.5
18.5,83621.15
2.34,30908.62
19.15,102514.1
11.01,70638.47
7.84,45628.85
1.52,21692.98
5.92,44107.53
8.76,51044.14
18.74,78855.39
15.13,71923.42
1.18,7148.77
6.56,55184.34
9.83,66128.56
17.0,95783.49
15.53,82175.84
4.32,36543.24
1.01,36719.39
2.65,28654.58
10.07,49618.08
1.8,30113.62
5.0,45771.43
16.43,75998.66
8.04,44756.66
19.92,91395.51
15.12,81214.06
5.3,42380.84
0.15,46621.9
10.54,60815.96
14.12,80415.07
9.39,46287.8
18.13,93150.47
15.36,75057.77
10.41,61345.08
0.38,39819.11
6.76,45699.17
9.89,49144.44
5.0,33299.58
16.75,85018.78
8.49,55662.29
4.08,39882.82
15.58,69252.75
12.17,83790.67
3.94,50511.58
10.65,63334.81
13.89,61447.46
8.97,69065.98
6.05,55261.33
13.79,74099.32
13.75,82698.78
0.34,22231.04
4.68,33706.69
12.93,71501.07
4.48,28268.2
19.25,83504.79
3.26,40746.36
14.96,79294.99
19.97,83829.29
6.93,45988.52
12.06,56514.36
2.11,28491.29
12.44,63744.62
19.75,102064.43
19.46,91845.77
8.24,51878.43
16.41,79303.96
16.53,69097.0
6.55,47119.53
16.45,86454.97
3.25,38221.08
19.58,99062.45
17.28,91422.24
10.21,78326.22
7.71,42942.65
18.92,93094.18
1.42,32753.11
9.97,57328.89
9.74,54026.32
7.63,55682.9
2.25,36106.29
5.03,34172.07
19.66,79437.5
16.16,77623.79
16.77,78292.36
10.19,65489.04
13.24,63935.94
10.1,58929.49
13.55,58759.88
17.27,73030.88
4.85,35825.74
19.02,89558.28
18.27,82394.3
8.39,55492.27
19.54,79766.88
17.65,85056.45
0.8,26177.73
0.84,16365.21
14.15,76337.02
15.67,62504.83
4.97,36926.45
9.97,66211.48
10.78,44946.92
8.91,61559.81
1.38,20511.02
4.38,35599.15
16.29,93268.23
1.46,25100.62
12.44,81459.98
12.68,66948.94
19.13,91277.4
19.75,100859.66
18.9,95505.52
10.83,64125.25
0.84,24217.71
5.55,32004.11
9.51,46267.22
0.78,38243.69
0.74,41192.32
6.48,48718.24
7.75,37924.6
11.62,59480.9
18.66,83724.89
7.82,47936.15
0.96,21288.75
10.8,66967.81
7.16,52036.52
18.02,100717.75
8.63,52091.64
6.44,49127.28
14.48,81600.64
9.87,67701.08
11.1,53977.69
3.04,38883.47
7.5,52436.76
0.93,30672.06
15.1,78318.61
4.91,55893.69
2.41,26309.39
11.79,58665.81
11.59,58992.29
6.32,44784.24
19.25,94711.12
12.71,65837.35
18.53,97898.07
6.01,46013.68
11.04,62855.21
8.27,43304.51
8.27,68498.55
0.96,27964.1
4.39,53471.39
17.39,80874.67
17.0,91134.86
2.1,27855.88
0.36,40822.7
2.04,41109.38
12.78,76512.4
4.8,35989.88
15.25,93636.98
0.12,41711.85
14.32,72066.94
17.73,88340.66
0.9,35550.95
17.35,69940.21
18.36,98417.78
10.72,70698.2
5.69,40411.86
11.26,46858.47
6.21,49406.53
18.66,81255.4
10.87,50348.59
15.97,83874.98
12.2,78241.57
5.77,43437.05
10.0,69490.2
17.6,91905.47
7.66,40815.59
6.83,44460.25
19.13,100584.28
6.68,43886.17
17.19,91717.93
3.57,34198.46
15.83,86190.79
12.31,71503.95
2.4,31427.42
1.28,35020.6
5.97,28602.52
13.15,62336.56
7.2,46498.94
5.42,53362.28
11.64,54161.09
19.05,91401.32
2.44,36069.15
12.89,72101.03
18.25,88079.45
10.82,57912.36
19.28,90519.68
11.96,74650.74
13.45,66575.71
15.83,63114.87
3.99,42710.04
11.2,76180.17
12.29,59588.7
2.4,44296.34
9.11,61051.16
15.41,69696.56
0.81,22219.6
8.27,47964.15
2.91,36552.48
3.51,35852.14
10.25,69724.76
0.59,33858.7
8.5,42384.65
0.51,15447.68
18.51,94703.43
17.66,82683.31
4.23,38415.67
1.32,33978.77
5.01,49412.28
0.57,17120.36
14.7,58662.34
11.48,64267.44
10.88,56230.03
17.04,85168.06
16.19,80942.98
8.18,45818.43
12.21,84418.49
8.84,56062.57
12.48,64090.64
3.03,36418.21
6.0,50244.64
5.04,37571.54
3.35,55284.74
8.28,41788.0
14.53,64230.49
7.92,39929.29
19.65,93815.62
6.04,49929.99
18.96,88725.42
3.87,42308.56
6.42,51106.68
3.28,33599.59
4.76,45072.93
3.14,34426.24
12.5,65465.72
4.01,35054.99
1.7,32823.61
5.33,53391.78
13.57,62847.75
8.57,51161.8
3.12,37232.4
1.27,43496.39
14.59,79508.36
14.08,67786.04
9.23,49915.55
10.55,69823.19
4.81,39325.45
9.71,49126.3
14.57,84112.89
15.43,81472.76
6.81,39281.46
13.58,64395.36
9.73,41712.8
14.79,71774.49
13.82,75791.28
15.01,85209.4
3.3,39941.38
6.44,37109.92
5.3,41279.21
8.94,67729.82
9.3,53447.02
13.35,77862.47
11.39,70035.28
11.6,71669.78
12.66,72758.5
5.46,50156.15
4.52,28976.79
4.3,52185.84
15.59,65108.75
1.95,34302.77
6.32,46738.86
5.61,39614.05
11.84,58633.52
18.48,94091.41
17.57,92912.33
2.11,31552.52
10.8,60500.72
0.74,37855.24
15.85,77094.76
7.49,50892.82
4.3,38411.68
9.68,78653.48
8.7,48737.41
18.86,97670.42
0.66,13728.27
19.0,83835.48
4.69,38932.3
2.9,34104.58
14.84,74732.29
10.45,60785.12
17.91,82183.1
10.85,73285.17
10.11,52379.36
4.12,45386.97
19.0,96905.14
13.29,63931.61
12.03,64173.86
15.8,80284.02
2.03,45492.3
17.33,82695.55
10.01,89022.83
16.04,87297.93
14.25,77632.15
9.03,63661.9
15.39,65131.04
14.41,84823.4
0.07,14678.0
14.18,81604.6
10.18,55874.97
16.79,77368.82
16.19,95855.19
3.41,36148.14
0.44,14274.65
3.93,46541.07
14.82,67113.55
17.43,96880.58
14.01,73910.52
16.41,72250.52
11.74,72677.53
10.13,64625.98
19.41,75938.59
1.61,30133.98
8.43,56885.64
5.56,46388.23
2.44,32065.69
12.11,73350.24
5.27,47979.06
9.26,57656.68
2.73,32670.32
7.8,53483.99
4.01,34188.25
17.94,79605.59
10.45,52577.32
15.99,80167.95
9.71,52138.98
0.85,26696.5
13.89,84259.51
0.96,26691.12
7.9,53758.18
10.94,61456.08
15.6,90040.04
17.97,101164.32
4.1,35580.72
13.27,77272.44
9.4,74645.19
15.35,69441.02
18.8,98631.66
10.66,48381.93
5.74,45310.97
15.97,79774.99
10.53,48215.4
17.65,95473.32
11.32,65806.2
18.74,83180.6
0.35,28856.21
14.78,83957.8
6.93,35107.42
13.37,46616.93
18.85,90628.36
13.08,64627.48
14.9,87856.87
3.16,33100.18
3.41,39411.76
11.47,63644.02
8.61,42774.68
2.22,33024.68
14.57,65373.93
13.98,62925.96
1.83,22629.68
0.97,18923.37
7.58,49833.25
12.66,66169.46
17.87,89822.86
8.69,42821.91
1.68,28873.66
16.81,79981.96
2.5,35354.21
12.75,71612.27
8.27,55191.98
18.19,80747.74
14.1,74541.29
0.0,20904.36
7.46,61606.94
3.61,38504.18
5.67,45482.24
7.98,42679.74
10.83,58173.74
15.97,82957.08
1.73,30420.14
8.82,55161.07
17.01,70520.65
8.64,48740.02
10.39,59151.28
15.57,89115.88
14.26,59774.0
10.2,52347.17
19.34,77510.81
0.72,30138.22
1.09,38304.98
8.55,57799.53
3.16,40667.2
4.33,31899.3
3.0,38461.23
13.85,67286.09
8.43,54966.78
16.68,87411.61
5.01,40191.48
12.47,75201.17
4.27,38632.19
0.29,28202.9
13.78,88352.06
2.91,39166.3
13.88,67571.66
13.81,69503.19
13.36,78754.88
11.84,74778.83
17.7,86652.91
1.51,18077.92
18.64,82625.3
1.32,31063.82
9.91,64315.66
18.46,97664.48
5.38,27567.52
16.76,90625.08
11.86,77939.3
17.22,66134.54
0.97,28357.23
11.12,69978.11
3.77,26914.18
0.36,22269.52
13.78,77708.47
14.99,73296.07
14.73,73631.69
14.54,77654.73
16.0,71637.53
9.39,49336.13
6.95,53077.49
15.42,86558.95
13.33,-153710.81
4.0,49890.33
8.71,58827.94
3.64,52528.34
15.58,80049.55
4.94,44320.72
12.45,71814.31
14.71,71451.44
19.83,88203.74
8.66,48119.3
17.45,81626.39
13.29,88070.8
0.17,40163.22
7.83,49766.11
7.88,49224.01
2.39,16198.93
8.74,47642.21
2.33,26677.48
16.71,79959.44
7.24,45775.35
3.66,39536.59
12.04,73327.19
17.15,79208.38
18.7,101940.34
17.89,90365.34
17.64,93849.92
6.96,45847.23
10.11,64751.18
7.43,54619.7
18.45,101299.0
1.86,36719.38
11.09,70632.05
4.94,38051.32
17.01,94093.58
6.78,38536.05
17.27,80873.58
18.56,92213.41
3.44,27816.08
15.09,70412.25
7.0,42117.04
8.07,56258.65
5.49,42935.06
12.33,75876.52
6.86,64066.42
14.81,79006.61
15.57,75402.62
7.9,55605.92
0.09,18166.44
1.32,29116.38
5.48,63864.87
19.08,90146.35
7.88,54987.86
14.88,75804.26
18.72,87248.8
6.83,52764.73
11.23,54123.02
17.05,83332.95
12.3,57176.27
2.24,45211.23
15.39,86768.04
18.08,82141.11
15.38,63967.65
15.05,81600.66
15.11,77549.01
12.25,85827.88
4.96,53560.57
18.22,93839.9
2.58,29797.6
16.55,80817.95
7.19,52573.07
13.48,75007.67
16.1,75695.46
15.97,69988.75
3.22,51705.8
12.22,68035.13
4.29,43412.9
2.24,25987.82
10.27,71878.87
19.75,102447.53
19.63,94200.28
11.47,66818.99
15.44,81332.06
4.99,43262.93
4.49,45168.6
14.13,77469.31
15.72,78612.75
14.84,67579.97
2.09,32112.82
7.13,55941.15
0.88,33469.88
15.72,90530.67
6.23,58168.12
8.59,60694.43
11.58,67021.72
0.01,27786.7
7.08,45193.43
14.55,82304.03
5.72,55613.97
11.41,73266.44
19.54,97852.88
2.36,31345.71
5.36,40929.09
13.68,71599.38
11.97,61045.09
19.56,95657.63
0.69,5050.09
17.56,82149.28
9.77,59743.32
4.54,60896.19
10.07,60270.91
8.24,54183.94
3.59,30885.19
4.39,54113.99
5.76,38662.79
11.04,79916.31
1.66,24897.42
1.78,38752.23
6.63,47768.65
14.15,70011.34
19.57,259595.68
0.24,36468.23
19.45,91579.61
13.72,72829.42
18.02,84768.14
10.73,64336.13
9.26,48648.45
15.7,58414.1
11.02,48615.94
17.95,86047.09
17.86,78955.37
10.61,61191.17
11.48,61063.68
9.13,51288.32
13.79,68067.68
13.65,80502.56
13.01,72423.76
1.25,41884.09
19.27,93276.87
6.71,33212.55
4.92,33884.75
4.22,40694.48
1.39,31785.68
9.14,52304.84
0.83,21543.75
3.22,31399.52
0.11,24213.6
3.49,36835.59
19.9,85884.17
10.83,64871.79
1.34,31596.62
11.28,63610.68
12.02,61527.46
10.95,68713.46
6.72,59108.13
13.14,67420.98
2.85,29954.68
4.39,44096.75
19.89,85265.77
8.31,43878.64
2.96,30154.69
4.34,42667.65
14.48,68645.71
2.33,32987.49
7.08,33703.88
6.57,52922.1
4.56,52482.33
9.54,51099.7
2.2,36261.78
9.13,55295.25
0.65,28132.77
19.41,90956.79
12.1,64913.13
1.5,23589.83
3.81,29607.77
14.73,85346.58
14.63,62784.55
7.3,50399.36
2.97,34877.65
10.72,62139.51
5.53,49666.74
1.94,28810.69
6.92,54443.91
15.02,93457.9
7.08,48572.11
0.82,99119.14
2.41,32287.44
11.93,64818.2
10.44,64766.83
13.5,56287.84
11.44,67618.5
9.94,56434.61
9.5,64680.3
19.23,88160.0
17.25,92304.19
7.66,39715.67
13.07,70885.26
0.41,18655.65
0.42,22561.65
6.37,69060.75
15.1,70237.13
18.51,86801.34
13.66,63658.38
14.13,71991.3
0.64,26048.6
18.6,84234.57
1.74,43686.47
18.94,100524.92
2.83,27344.97
0.67,33870.58
11.27,60611.98
2.27,23120.89
0.58,21274.22
13.36,61700.2
14.77,84207.54
5.86,38494.77
10.67,72650.64
11.72,67150.14
3.22,33030.72
8.8,51787.65
12.74,83608.96
17.71,87080.92
8.38,50285.64
13.99,80780.88
10.03,64802.04
14.14,66591.22
15.78,80270.93
10.61,47669.07
1.22,29009.6
17.51,88791.92
12.02,70652.48
12.01,59049.23
10.19,54754.15
3.48,39157.14
9.72,69036.07
10.74,63314.16
7.68,47398.72
2.98,43199.0
15.24,79389.31
9.13,58391.14
14.01,80428.05
0.94,27518.18
10.09,52839.07
1.48,28927.88
14.67,85244.78
11.62,80808.67
9.03,46847.48
19.46,106196.96
6.52,44885.93
8.46,54765.94
14.75,90226.06
10.5,58475.96
13.17,68901.3
19.53,88197.29
13.91,74000.36
3.01,38043.7
4.19,34157.7
17.4,97492.83
0.96,22379.57
10.18,64629.53
18.12,88629.25
15.52,89285.73
2.31,26665.25
14.81,81412.81
7.64,71113.43
18.03,76557.02
11.46,57891.0
10.98,80085.88
0.17,24536.47
4.99,43384.68
8.26,51234.68
14.48,88907.74
10.4,48494.69
17.05,94573.99
0.69,15584.46
6.46,35066.65
11.95,58135.49
13.18,70090.22
10.05,55075.59
7.98,46730.7
1.43,22588.22
13.92,66454.64
18.07,80798.1
16.18,83497.55
14.02,68998.86
12.68,48069.67
15.44,78744.51
15.53,85366.56
0.14,23255.31
7.16,39963.07
17.36,91724.02
17.02,73574.5
14.2,72127.47
6.18,46460.06
15.96,89487.13
4.63,45830.71
4.48,42594.41
10.71,69946.12
11.43,55729.85
7.03,62232.74
12.08,42743.97
14.18,86060.01
3.6,30885.2
5.77,48244.5
14.0,85576.38
18.55,94395.14
17.69,89890.29
2.59,41005.92
11.39,53041.26
16.0,70372.72
4.75,43783.72
12.86,68442.49
8.55,52432.18
13.25,81296.8
0.64,36459.29
6.26,39540.83
6.15,50052.29
8.37,41792.55
2.29,20310.66
8.73,48420.55
10.83,62481.11
0.53,21641.66
6.02,49673.77
3.55,37287.72
19.44,101964.1
2.6,38480.24
12.55,60610.84
8.04,60334.71
5.75,38217.56
17.08,88077.05
13.28,67547.79
12.41,79013.78
1.87,37405.51
5.18,37586.89
5.53,41266.35
8.69,81561.09
18.43,79415.15
8.07,47496.39
6.56,42593.34
1.42,20694.12
7.7,43516.22
1.05,27795.71
7.3,54376.58
19.36,79999.75
11.12,59912.73
4.18,33189.04
5.98,36581.51
11.42,72943.3
0.39,20229.86
17.99,77010.84
11.56,72510.86
9.85,69469.8
14.32,77037.62
4.01,31491.48
0.43,24293.73
12.3,62825.24
3.2,35805.04
0.24,31584.08
18.58,89822.35
15.77,80161.1
2.28,28889.4
17.93,93063.48
1.35,32676.46
16.06,66503.77
8.29,39761.13
10.36,58619.51
13.37,79548.38
1.98,41246.49
18.16,94646.54
2.87,33849.52
18.83,102630.11
1.83,25623.84
3.44,34312.41
1.15,17661.43
7.96,50082.25
11.82,59466.86
12.5,81058.19
16.57,93724.33
10.57,62492.83
10.2,64443.38
6.52,42996.58
13.02,50284.18
18.17,82497.31
7.11,55854.72
7.13,53450.09
6.87,45896.15
4.55,46834.95
11.33,60903.12
2.11,23257.36
16.7,89352.53
2.76,29748.12
3.48,45387.99
1.37,13818.87
7.63,47137.95
15.15,82812.58
18.2,92657.51
8.69,53630.52
4.7,43758.13
14.51,76917.1
13.76,61257.78
13.63,69806.16
8.87,57858.76
11.31,68620.62
1.24,28816.71
5.0,38085.2
18.54,79210.18
0.84,33946.83
6.03,51254.78
4.53,48762.97
2.6,25489.76
18.49,90680.72
2.52,28274.59
9.79,59627.58
16.79,107018.96
0.08,32500.21
2.17,26551.84
6.84,46911.57
2.95,32429.4
3.65,38777.44
11.82,54189.33
3.41,39533.8
12.78,52778.4
18.31,75704.66
4.59,57073.41
4.25,36973.86
0.23,37207.52
0.29,19545.34
7.93,35951.8
9.78,50827.5
3.66,59300.75
6.46,36323.7
2.81,49033.59
13.62,75449.01
7.86,53464.43
14.69,70414.61
11.01,56312.21
7.55,55923.7
12.53,79399.87
0.14,27072.16
13.81,79242.06
7.42,47568.67
10.27,78335.02
10.47,63547.38
11.17,80354.47
14.05,66445.44
2.21,32385.14
9.78,67800.41
1.66,31956.82
4.68,45532.62
3.79,30426.29
11.97,63665.71
12.12,60424.24
16.62,82478.74
10.44,60021.4
14.89,72895.17
17.78,92294.23
2.67,25826.17
14.42,58274.32
6.56,43382.95
5.56,61683.69
19.26,96487.97
4.13,32682.04
18.29,92579.0
16.47,81586.97
17.57,90278.53
11.72,73064.71
11.69,67477.51
8.05,54145.13
8.02,64956.37
17.01,88864.04
7.76,53701.57
9.73,59406.49
19.93,90220.31
7.09,39837.68
16.45,87944.61
5.54,54616.54
0.5,30177.83
11.87,71067.42
9.59,51457.45
15.73,75297.53
0.08,15036.14
1.41,27943.08
17.19,93043.16
9.62,53078.76
10.13,59848.84
4.5,46377.11
18.52,99479.47
18.29,75833.17
10.33,57355.07
4.36,34341.42
19.66,86781.8
17.85,84408.27
10.43,45918.91
12.53,65907.1
8.79,56056.83
4.12,31078.97
13.63,68847.88
13.38,71995.85
10.95,64271.37
16.29,68935.85
9.04,62230.61
17.22,91058.61
4.34,34251.78
19.24,105749.97
4.1,43002.26
3.2,38698.52
12.07,72702.34
1.86,23251.64
3.36,5202.83
14.58,80973.22
6.16,40188.33
16.0,78188.96
3.11,40696.88
7.71,54449.9
7.73,52207.6
9.61,59128.35
8.21,52328.36
7.74,58897.2
6.57,64711.14
0.3,28401.92
12.33,78417.52
9.47,54650.74
7.47,45677.24
4.23,33493.51
17.83,80050.55
4.76,39304.29
18.42,96553.59
4.35,48231.96
19.43,88922.6
8.4,51798.05
10.65,62273.86
5.98,47789.49
18.78,95436.33
5.65,41586.79
14.6,74511.44
0.41,37271.85
11.17,61881.62
14.83,72313.39
9.42,57276.86
12.87,70657.39
15.36,66436.95
10.0,56467.22
4.36,43626.16
7.94,68810.03
14.62,71923.45
5.42,50095.47
12.64,70676.07
2.97,44660.54
18.61,85169.72
12.06,76034.32
9.37,68995.52
16.23,93363.49
15.94,92221.24
1.95,33339.55
6.14,51174.01
9.17,53743.78
6.81,31054.35
6.35,49258.05
7.04,48365.36
2.84,42647.96
2.39,40255.03
5.21,34724.42
1.4,48618.97
10.2,63820.48
3.06,25446.2
1.35,20576.7
16.74,66178.15
11.75,72234.83
17.97,83670.27
19.67,87114.4
11.87,61395.45
15.92,78313.52
3.19,40773.19
13.97,60730.11
10.99,54910.39
13.53,76067.77
2.09,27578.08
18.72,95165.33
8.35,50244.41
15.52,91904.45
19.81,96012.2
17.47,95941.97
6.23,50961.48
8.04,57764.58
12.97,64386.43
10.76,72000.67
8.21,55447.12
13.07,63105.5
18.19,71787.05
6.19,47784.23
2.57,46046.67
13.51,65045.29
11.79,58745.19
18.11,85861.08
14.85,85796.04
7.94,38102.89
12.67,64131.62
17.25,77319.61
6.95,53819.93
0.28,24826.14
12.53,66071.2
0.52,25374.13
18.75,96902.19
3.36,45746.74
7.49,59395.49
18.93,95843.14
1.6,41666.38
0.09,17851.06
2.07,35356.0
19.72,112811.4
19.43,78327.11
7.69,47648.08
14.86,68715.25
14.72,78825.1
2.0,43489.79
4.7,45758.45
17.78,85490.22
3.31,40964.21
10.42,59142.12
4.88,43645.4
11.15,68981.91
3.93,52779.73
4.31,43697.85
0.94,30017.5
19.8,110595.21
2.26,17268.94
8.31,53357.19
8.35,48298.81
6.07,44346.56
15.88,85411.12
6.75,176634.44
12.51,64618.31
10.86,68363.08
17.28,78300.86
16.39,72119.88
4.36,40823.17
15.0,75759.51
15.85,92404.06
18.38,106370.6
19.26,87556.83
14.74,62095.61
9.0,45557.79
5.86,38822.36
17.29,87184.85
18.31,86999.28
1.95,21761.2
11.09,78091.69
2.58,39346.47
5.03,56682.74
7.66,37414.99
6.22,56962.92
14.32,73927.7
1.58,27392.94
12.28,68158.79
11.63,60103.05
15.74,78959.69
1.93,39338.88
6.65,32578.24
13.94,85775.74
14.23,77957.22
8.99,55592.07
9.24,64808.77
19.3,95457.67
6.52,43996.67
3.0,29325.18
19.06,103695.34
16.19,69840.38
4.74,40019.15
17.15,73724.64
5.05,46563.4
16.55,82144.96
12.57,59003.23
9.65,51828.63
18.56,90320.37
16.19,83936.36
2.6,18597.39
14.11,68746.42
15.79,81548.76
10.82,72557.53
5.52,51038.87
4.69,37773.43
19.48,101182.97
8.74,53055.01
10.38,36338.62
11.96,78398.61
2.01,35705.44
1.63,32195.11
3.96,38935.38
1.31,31994.77
17.97,87951.49
2.96,33048.79
4.53,35635.02
10.75,63227.34
17.92,80684.1
0.98,19292.41
4.32,42276.61
14.35,83054.5
10.38,54973.02
11.89,61638.32
0.34,12619.92
17.34,75146.97
11.57,55284.91
16.69,91199.88
19.27,78571.18
14.64,79924.73
0.62,25049.1
14.23,79649.48
11.27,73772.43
2.07,32008.25
5.41,52999.76
3.38,49217.7
18.5,100509.66
15.91,75292.34
14.02,58304.25
15.27,77433.68
12.02,68514.34
17.11,69241.44
4.57,41491.24
5.01,21953.41
11.83,78788.9
16.2,85528.84
16.72,76961.46
19.53,94351.31
15.25,80361.41
4.65,45155.32
4.61,41700.71
8.91,63751.09
13.0,60367.73
10.26,59876.09
1.35,44016.38
9.64,55919.13
16.34,84128.0
4.81,33860.07
12.7,86707.18
5.39,46162.63
11.11,53827.12
14.02,82791.46
4.14,30919.78
14.79,82238.69
13.53,80596.09
6.26,63106.62
17.9,89438.98
15.61,80026.75
10.42,45264.05
1.65,27134.56
8.81,50129.41
6.6,46643.5
5.25,39210.49
12.87,76339.81
18.43,85044.61
2.93,39063.05
14.83,75990.37
12.43,63538.12
13.34,65983.53
16.9,86026.89
7.51,62247.62
11.59,59722.1
5.54,44757.96
5.68,48765.52
10.27,60771.26
0.15,11429.4
4.96,46200.29
3.03,23562.77
2.4,21450.1
7.69,41486.41
2.09,31010.96
3.09,28091.36
13.37,60326.56
13.03,73633.81
18.9,90935.63
18.41,95480.39
17.48,80339.75
13.82,72858.22
5.33,50063.87
3.56,26964.16
18.99,86166.53
19.19,100116.35
10.09,60466.9
10.97,62184.46
0.11,25067.39
2.97,45185.18
10.92,63027.04
3.64,38090.03
9.57,58377.1
15.9,67716.67
16.02,85075.37
17.23,78746.88
4.71,31402.18
8.64,41261.17
12.54,56569.03
11.62,47521.33
19.98,86734.56
5.53,40862.53
1.43,38483.81
7.76,52636.1
10.36,63288.92
7.74,62341.83
6.39,24545.69
5.15,46141.49
8.55,57443.11
13.78,79833.34
2.98,21050.25
17.31,80995.26
12.82,62430.68
2.15,22212.79
0.47,45147.55
1.03,24066.57
1.81,38743.64
12.87,75693.31
18.82,79338.34
2.67,30130.16
5.69,45385.44
17.32,88773.29
10.11,63042.76
8.54,68924.42
9.46,65409.41
2.02,37333.9
4.39,48117.6
19.24,103163.45
12.87,65055.58
5.73,32403.71
18.94,86435.32
7.95,33897.99
2.82,26996.66
19.31,93370.64
13.32,67187.63
15.06,82881.67
0.45,29004.68
5.66,47738.15
18.91,81060.27
3.11,28866.05
17.47,70863.65
15.41,83477.07
7.57,66873.45
17.73,88501.04
18.45,91731.04
17.34,81427.93
8.15,51791.09
11.74,76296.7
6.12,47155.04
2.6,39211.13
18.04,98554.35
19.62,102484.54
1.17,29359.68
13.75,73988.24
18.98,88356.84
12.16,71545.66
0.94,24990.11
0.3,28844.85
10.08,68593.49
18.8,77307.22
5.58,29660.77
7.01,49165.56
15.92,86070.35
16.03,83411.38
18.87,81367.44
16.77,90904.7
11.88,81840.8
18.78,83763.35
12.29,62209.09
12.03,67315.52
0.31,25079.13
9.11,66506.63
0.86,30275.3
17.98,85581.08
0.21,21015.4
6.14,34269.53
19.9,105610.71
15.9,85675.71
15.15,77312.96
14.26,75771.55
1.02,27725.54
5.76,31049.63
15.97,69521.94
17.91,86054.66
7.0,47734.39
5.19,43062.14
4.72,55093.03
10.96,61073.76
5.83,39302.02
0.43,26917.65
7.81,41177.67
11.07,65005.87
12.68,63598.42
6.86,50807.26
6.28,45530.44
5.68,43739.42
12.47,73644.85
5.67,50728.88
18.34,105444.79
5.63,50272.58
15.82,78405.73
6.39,42320.18
12.69,72206.71
13.98,85622.59
3.49,44056.44
7.6,45899.26
2.55,37551.45
10.21,62522.01
18.19,174301.49
11.92,69147.78
14.03,76228.37
5.66,35363.71
9.36,64112.25
14.82,65729.76
2.63,34907.88
2.43,29113.42
4.49,35832.3
4.74,46236.72
19.25,92342.07
3.17,16955.23
2.1,30778.06
2.75,31531.18
4.06,49263.23
7.37,40871.17
3.94,54136.16
1.76,37999.77
2.73,32339.04
15.79,76925.81
10.4,56299.13
14.92,79766.6
3.53,31066.11
6.1,45423.38
19.65,85068.58
1.71,36698.91
8.77,57062.72
5.92,41960.14
0.15,23579.41
11.05,58128.56
11.0,66006.72
6.41,37391.74
9.45,65273.73
7.84,53822.69
9.28,53905.22
16.96,89064.95
14.28,78087.06
5.6,36252.09
4.79,52226.84
14.5,55792.81
4.49,49432.36
18.15,87225.85
16.66,91221.54
5.05,54199.69
16.03,77685.32
3.83,35350.61
0.5,29257.31
19.22,83209.31
15.23,75641.12
9.78,55898.96
16.86,74535.43
1.52,26554.33
14.79,82802.14
19.13,97389.79
16.37,80883.69
8.63,55716.3
6.93,46808.19
17.85,73378.19
5.83,37271.91
18.75,98293.29
6.4,56967.32
2.5,26884.42
4.72,50465.0
10.39,51758.28
2.62,30040.3
7.6,50646.55
18.12,86224.5
1.88,26034.77
12.29,69032.01
8.08,59475.16
12.95,58691.8
9.79,60282.32
17.53,94088.68
8.05,49872.99
10.17,56214.98
2.6,27303.02
9.81,75324.29
2.29,44976.71
11.66,63460.03
8.55,64359.81
15.67,75627.17
8.37,53048.52
12.61,60662.06
1.18,14384.55
14.2,70059.87
19.15,88620.23
8.96,59757.15
0.2,30928.95
12.07,66273.68
2.9,27233.31
9.36,52494.25
0.65,-61523.98
8.86,61029.98
17.49,97596.75
2.71,48692.8
9.97,54623.07
5.08,49332.45
5.22,36054.62
12.87,78297.64
14.97,84002.05
17.47,69217.39
5.56,47699.42
1.42,23101.77
8.85,53236.5
11.69,60643.84
14.79,84034.2
15.12,72456.98
17.27,75220.95
0.62,20720.98
19.62,91953.7
19.34,95958.99
0.71,37055.24
6.27,51039.49
15.31,83258.33
9.57,64403.65
0.09,31863.7
7.09,58097.22
11.58,85566.4
17.59,92977.54
16.59,85339.67
18.93,87520.65
9.36,60234.52
15.97,90110.18
2.01,22305.33
10.37,71360.72
18.33,85746.72
16.78,81863.92
13.11,75066.99
2.98,31230.59
3.64,41416.19
13.57,63288.37
6.51,54797.43
6.59,49629.15
16.95,84304.2
0.41,28630.27
7.85,52315.07
4.76,45207.89
0.54,25238.88
4.33,37833.27
3.68,23753.61
10.09,71232.15
8.7,46159.25
9.43,70942.62
17.56,84515.12
9.89,69350.17
12.78,78068.14
12.95,78021.66
10.34,61552.7
6.1,36776.97
18.06,86764.91
8.76,53156.45
11.42,64161.61
11.18,54318.53
16.55,80644.38
